,species_id,name,flavor_text
179,180,Flaaffy,"Flaaffy’s wool quality changes so that it can generate
a high amount of static electricity with a small amount of
wool. The bare and slick parts of its hide are shielded
against electricity."
180,181,Ampharos,"Ampharos gives off so much light that it can be seen even from
space. People in the old days used the light of this Pokémon
to send signals back and forth with others far away."
181,182,Bellossom,"A Bellossom grows flowers more beautifully if it has evolved
from a smelly Gloom—the more stinky the better. At night, this
Pokémon closes its petals and goes to sleep."
182,183,Marill,"When fishing for food at the edge of a fast-running stream,
Marill wraps its tail around the trunk of a tree. This Pokémon’s
tail is flexible and configured to stretch."
183,184,Azumarill,"Azumarill can make balloons out of air. It makes these air
balloons if it spots a drowning Pokémon. The air balloons
enable the Pokémon in trouble to breathe."
184,185,Sudowoodo,"Sudowoodo camouflages itself as a tree to avoid being
attacked by enemies. However, because its hands remain
green throughout the year, the Pokémon is easily identified
as a fake during the winter."
185,186,Politoed,"The curled hair on Politoed’s head is proof of its status as a
king. It is said that the longer and more curled the hair, the
more respect this Pokémon earns from its peers."
186,187,Hoppip,"This Pokémon drifts and floats with the wind. If it senses the
approach of strong winds, Hoppip links its leaves with other
Hoppip to prepare against being blown away."
187,188,Skiploom,"Skiploom’s flower blossoms when the temperature rises
above 64 degrees Fahrenheit. How much the flower opens
depends on the temperature. For that reason, this Pokémon
is sometimes used as a thermometer."
188,189,Jumpluff,"Jumpluff rides warm southern winds to cross the sea and fly to
foreign lands. The Pokémon descends to the ground when it
encounters cold air while it is floating."
189,190,Aipom,"Aipom’s tail ends in a hand-like appendage that can be cleverly
manipulated. However, because the Pokémon uses its tail so
much, its real hands have become rather clumsy."
190,191,Sunkern,"Sunkern tries to move as little as it possibly can. It does so
because it tries to conserve all the nutrients it has stored in its
body for its evolution. It will not eat a thing, subsisting only on
morning dew."
191,192,Sunflora,"Sunflora converts solar energy into nutrition. It moves around
actively in the daytime when it is warm. It stops moving as
soon as the sun goes down for the night."
192,193,Yanma,"Yanma is capable of seeing 360 degrees without having to
move its eyes. It is a great flier that is adept at making sudden
stops and turning midair. This Pokémon uses its flying ability
to quickly chase down targeted prey."
193,194,Wooper,"Wooper usually lives in water. However, it occasionally comes
out onto land in search of food. On land, it coats its body with
a gooey, toxic film."
194,195,Quagsire,"Quagsire hunts for food by leaving its mouth wide open in
water and waiting for its prey to blunder in unaware. Because
the Pokémon does not move, it does not get very hungry."
195,196,Espeon,"Espeon is extremely loyal to any Trainer it considers to
be worthy. It is said that this Pokémon developed its
precognitive powers to protect its Trainer from harm."
196,197,Umbreon,"Umbreon evolved as a result of exposure to the moon’s waves.
It hides silently in darkness and waits for its foes to make a
move. The rings on its body glow when it leaps to attack."
197,198,Murkrow,"Murkrow was feared and loathed as the alleged bearer of ill
fortune. This Pokémon shows strong interest in anything that
sparkles or glitters. It will even try to steal rings from women."
198,199,Slowking,"Slowking undertakes research every day in an effort to solve
the mysteries of the world. However, this Pokémon apparently
forgets everything it has learned if the Shellder on its head
comes off."
199,200,Misdreavus,"Misdreavus frightens people with a creepy, sobbing cry.
The Pokémon apparently uses its red spheres to absorb the
fearful feelings of foes and turn them into nutrition."
200,201,Unown,"This Pokémon is shaped like ancient writing. It is a mystery as
to which came first, the ancient writings or the various Unown.
Research into this topic is ongoing but nothing is known."
201,202,Wobbuffet,"Wobbuffet does nothing but endure attacks—it won’t attack on
its own. However, it won’t endure an attack on its tail. When
that happens, the Pokémon will try to take the foe with it using
Destiny Bond."
202,203,Girafarig,"Girafarig’s rear head contains a tiny brain that is too small for
thinking. However, the rear head doesn’t need to sleep, so it
can keep watch over its surroundings 24 hours a day."
203,204,Pineco,"Pineco hangs from a tree branch and patiently waits for prey to
come along. If the Pokémon is disturbed while eating by
someone shaking its tree, it drops down to the ground and
explodes with no warning."
204,205,Forretress,"Forretress conceals itself inside its hardened steel shell.
The shell is opened when the Pokémon is catching prey,
but it does so at such a quick pace that the shell’s inside
cannot be seen."
205,206,Dunsparce,"Dunsparce has a drill for its tail. It uses this tail to burrow into
the ground backward. This Pokémon is known to make its
nest in complex shapes deep under the ground."
206,207,Gligar,"Gligar glides through the air without a sound as if it were
sliding. This Pokémon hangs on to the face of its foe using
its clawed hind legs and the large pincers on its forelegs, then
injects the prey with its poison barb."
207,208,Steelix,"Steelix lives even further underground than Onix.
This Pokémon is known to dig toward the earth’s core.
There are records of this Pokémon reaching a depth of
over six-tenths of a mile underground."
208,209,Snubbull,"By baring its fangs and making a scary face, Snubbull sends
smaller Pokémon scurrying away in terror. However, this
Pokémon seems a little sad at making its foes flee."
209,210,Granbull,"Granbull has a particularly well-developed lower jaw.
The enormous fangs are heavy, causing the Pokémon to tip
its head back for balance. Unless it is startled, it will not try to
bite indiscriminately."
210,211,Qwilfish,"Qwilfish sucks in water, inflating itself. This Pokémon
uses the pressure of the water it swallowed to shoot toxic
quills all at once from all over its body. It finds swimming
somewhat challenging."
211,212,Scizor,"Scizor has a body with the hardness of steel. It is not easily
fazed by ordinary sorts of attacks. This Pokémon flaps its
wings to regulate its body temperature."
212,213,Shuckle,"Shuckle quietly hides itself under rocks, keeping its body
concealed inside its hard shell while eating berries it has
stored away. The berries mix with its body fluids to become
a juice."
213,214,Heracross,"Heracross has sharp claws on its feet. These are planted
firmly into the ground or the bark of a tree, giving the
Pokémon a secure and solid footing to forcefully fling away
foes with its proud horn."
214,215,Sneasel,"Sneasel scales trees by punching its hooked claws into the
bark. This Pokémon seeks out unguarded nests and steals
eggs for food while the parents are away."
215,216,Teddiursa,"This Pokémon likes to lick its palms that are sweetened by
being soaked in honey. Teddiursa concocts its own honey
by blending fruits and pollen collected by Beedrill."
216,217,Ursaring,"In the forests inhabited by Ursaring, it is said that there are
many streams and towering trees where they gather food. This
Pokémon walks through its forest gathering food every day."
217,218,Slugma,"Slugma does not have any blood in its body. Instead, intensely
hot magma circulates throughout this Pokémon’s body,
carrying essential nutrients and oxygen to its organs."
218,219,Magcargo,"Magcargo’s body temperature is approximately
18,000 degrees Fahrenheit. Water is vaporized on contact.
If this Pokémon is caught in the rain, the raindrops instantly
turn into steam, cloaking the area in a thick fog."
219,220,Swinub,"Swinub roots for food by rubbing its snout against the ground.
Its favorite food is a mushroom that grows under the cover of
dead grass. This Pokémon occasionally roots out hot springs."
220,221,Piloswine,"Piloswine is covered by a thick coat of long hair that enables
it to endure the freezing cold. This Pokémon uses its tusks to
dig up food that has been buried under ice."
221,222,Corsola,"Clusters of Corsola congregate in warm seas where they serve
as ideal hiding places for smaller Pokémon. When the water
temperature falls, this Pokémon migrates to the southern seas."
222,223,Remoraid,"Remoraid sucks in water, then expels it at high velocity using
its abdominal muscles to shoot down flying prey. When
evolution draws near, this Pokémon travels downstream
from rivers."
223,224,Octillery,"Octillery grabs onto its foe using its tentacles. This Pokémon
tries to immobilize it before delivering the finishing blow. If the
foe turns out to be too strong, Octillery spews ink to escape."
224,225,Delibird,"Delibird carries its food bundled up in its tail. There once was
a famous explorer who managed to reach the peak of the
world’s highest mountain, thanks to one of these Pokémon
sharing its food."
225,226,Mantine,"On sunny days, schools of Mantine can be seen elegantly
leaping over the sea’s waves. This Pokémon is not bothered
by the Remoraid that hitches rides."
226,227,Skarmory,"Skarmory’s steel wings become tattered and bashed in from
repeated battles. Once a year, the battered wings grow back
completely, restoring the cutting edges to their pristine state."
227,228,Houndour,"Houndour hunt as a coordinated pack. They communicate
with each other using a variety of cries to corner their prey.
This Pokémon’s remarkable teamwork is unparalleled."
228,229,Houndoom,"In a Houndoom pack, the one with its horns raked sharply
toward the back serves a leadership role. These Pokémon
choose their leader by fighting among themselves."
229,230,Kingdra,"Kingdra sleeps on the seafloor where it is otherwise devoid
of life. When a storm arrives, the Pokémon is said to awaken
and wander about in search of prey."
230,231,Phanpy,"Phanpy uses its long nose to shower itself. When others
gather around, they thoroughly douse each other with water.
These Pokémon can be seen drying their soaking-wet
bodies at the edge of water."
231,232,Donphan,"If Donphan were to tackle with its hard body, even a house
could be destroyed. Using its massive strength, the Pokémon
helps clear rock and mud slides that block mountain trails."
232,233,Porygon2,"Porygon2 was created by humans using the power of science.
The man-made Pokémon has been endowed with artificial
intelligence that enables it to learn new gestures and emotions
on its own."
233,234,Stantler,"Stantler’s magnificent antlers were traded at high prices as
works of art. As a result, this Pokémon was hunted close to
extinction by those who were after the priceless antlers."
234,235,Smeargle,"Smeargle marks the boundaries of its territory using a body
fluid that leaks out from the tip of its tail. Over 5,000 different
marks left by this Pokémon have been found."
235,236,Tyrogue,"Tyrogue becomes stressed out if it does not get to train every
day. When raising this Pokémon, the Trainer must establish
and uphold various training methods."
236,237,Hitmontop,"Hitmontop spins on its head at high speed, all the while
delivering kicks. This technique is a remarkable mix of both
offense and defense at the same time. The Pokémon travels
faster spinning than it does walking."
237,238,Smoochum,"Smoochum actively runs about, but also falls quite often.
Whenever the chance arrives, it will look for its reflection to
make sure its face hasn’t become dirty."
238,239,Elekid,"Elekid stores electricity in its body. If it touches metal and
accidentally discharges all its built-up electricity, this Pokémon
begins swinging its arms in circles to recharge itself."
239,240,Magby,"Magby’s state of health is determined by observing the fire it
breathes. If the Pokémon is spouting yellow flames from its
mouth, it is in good health. When it is fatigued, black smoke
will be mixed in with the flames."
240,241,Miltank,"Miltank gives over five gallons of milk on a daily basis. Its
sweet milk is enjoyed by children and grown-ups alike. People
who can’t drink milk turn it into yogurt and eat it instead."
241,242,Blissey,"Blissey senses sadness with its fluffy coat of fur. If it does so,
this Pokémon will rush over to a sad person, no matter how far
away, to share a Lucky Egg that brings a smile to any face."
242,243,Raikou,"Raikou embodies the speed of lightning. The roars of
this Pokémon send shock waves shuddering through the
air and shake the ground as if lightning bolts had come
crashing down."
243,244,Entei,"Entei embodies the passion of magma. This Pokémon is
thought to have been born in the eruption of a volcano.
It sends up massive bursts of fire that utterly consume all
that they touch."
244,245,Suicune,"Suicune embodies the compassion of a pure spring of water.
It runs across the land with gracefulness. This Pokémon has
the power to purify dirty water."
245,246,Larvitar,"Larvitar is born deep under the ground. To come up to the
surface, this Pokémon must eat its way through the soil above.
Until it does so, Larvitar cannot see its parents."
246,247,Pupitar,"Pupitar creates a gas inside its body that it compresses and
forcefully ejects to propel itself like a jet. The body is very
durable—it avoids damage even if it hits solid steel."
247,248,Tyranitar,"Tyranitar is so overwhelmingly powerful, it can bring down a
whole mountain to make its nest. This Pokémon wanders about
in mountains seeking new opponents to fight."
248,249,Lugia,"Lugia’s wings pack devastating power—a light fluttering of its
wings can blow apart regular houses. As a result, this
Pokémon chooses to live out of sight deep under the sea."
249,250,Ho-Oh,"Ho-Oh’s feathers glow in seven colors depending on the angle
at which they are struck by light. These feathers are said to
bring happiness to the bearers. This Pokémon is said to live at
the foot of a rainbow."
250,251,Celebi,"This Pokémon came from the future by crossing over time.
It is thought that so long as Celebi appears, a bright and
shining future awaits us."
251,252,Treecko,"Treecko is cool, calm, and collected—it never panics under
any situation. If a bigger foe were to glare at this Pokémon,
it would glare right back without conceding an inch of ground."
252,253,Grovyle,"This Pokémon adeptly flies from branch to branch in trees.
In a forest, no Pokémon can ever hope to catch a fleeing
Grovyle however fast they may be."
253,254,Sceptile,"Sceptile has seeds growing on its back. They are said to be
bursting with nutrients that revitalize trees. This Pokémon
raises the trees in a forest with loving care."
254,255,Torchic,"Torchic has a place inside its body where it keeps its flame.
Give it a hug—it will be glowing with warmth. This Pokémon is
covered all over by a fluffy coat of down."
255,256,Combusken,"Combusken battles with the intensely hot flames it spews from
its beak and with outstandingly destructive kicks. This
Pokémon’s cry is very loud and distracting."
256,257,Blaziken,"Blaziken has incredibly strong legs—it can easily clear a
30-story building in one leap. This Pokémon’s blazing punches
leave its foes scorched and blackened."
257,258,Mudkip,"In water, Mudkip breathes using the gills on its cheeks. If it is
faced with a tight situation in battle, this Pokémon will unleash
its amazing power—it can crush rocks bigger than itself."
258,259,Marshtomp,"Marshtomp is much faster at traveling through mud than it is at
swimming. This Pokémon’s hindquarters exhibit obvious
development, giving it the ability to walk on just its hind legs."
259,260,Swampert,"Swampert predicts storms by sensing subtle differences in the
sounds of waves and tidal winds with its fins. If a storm is
approaching, it piles up boulders to protect itself."
260,261,Poochyena,"Poochyena is an omnivore—it will eat anything. A distinguishing
feature is how large its fangs are compared to its body. This
Pokémon tries to intimidate its foes by making the hair on its
tail bristle out."
261,262,Mightyena,"Mightyena travel and act as a pack in the wild. The memory
of its life in the wild compels the Pokémon to obey only
those Trainers that it recognizes to possess superior skill."
262,263,Zigzagoon,"The hair on Zigzagoon’s back is bristly. It rubs the hard back
hair against trees to leave its territorial markings. This Pokémon
may play dead to fool foes in battle."
263,264,Linoone,"When hunting, Linoone will make a beeline straight for the
prey at a full run. While this Pokémon is capable of topping
60 mph, it has to come to a screeching halt before it can turn."
264,265,Wurmple,"Wurmple is targeted by Swellow as prey. This Pokémon
will try to resist by pointing the spikes on its rear at the
attacking predator. It will weaken the foe by leaking poison
from the spikes."
265,266,Silcoon,"Silcoon was thought to endure hunger and not consume
anything before its evolution. However, it is now thought
that this Pokémon slakes its thirst by drinking rainwater
that collects on its silk."
266,267,Beautifly,"Beautifly has a long mouth like a coiled needle, which is very
convenient for collecting pollen from flowers. This Pokémon
rides the spring winds as it flits around gathering pollen."
267,268,Cascoon,"If it is attacked, Cascoon remains motionless however badly it
may be hurt. It does so because if it were to move, its body
would be weak upon evolution. This Pokémon will also not
forget the pain it endured."
268,269,Dustox,"When Dustox flaps its wings, a fine dust is scattered all over.
This dust is actually a powerful poison that will even make a
pro wrestler sick. This Pokémon searches for food using its
antennae like radar."
269,270,Lotad,"Lotad is said to have dwelled on land before. However, this
Pokémon is thought to have returned to water because the
leaf on its head grew large and heavy. It now lives by floating
atop the water."
270,271,Lombre,"Lombre’s entire body is covered by a slippery, slimy film.
It feels horribly unpleasant to be touched by this Pokémon’s
hands. Lombre is often mistaken for a human child."
271,272,Ludicolo,"Upon hearing an upbeat and cheerful rhythm, the cells in
Ludicolo’s body become very energetic and active. Even
in battle, this Pokémon will exhibit an amazing amount
of power."
272,273,Seedot,"Seedot looks exactly like an acorn when it is dangling from a
tree branch. It startles other Pokémon by suddenly moving.
This Pokémon polishes its body once a day using leaves."
273,274,Nuzleaf,"This Pokémon pulls out the leaf on its head and makes a flute
with it. The sound of Nuzleaf’s flute strikes fear and uncertainty
in the hearts of people lost in a forest."
274,275,Shiftry,"Shiftry’s large fans generate awesome gusts of wind at a
speed close to 100 feet per second. The whipped-up wind
blows anything away. This Pokémon chooses to live quietly
deep in forests."
275,276,Taillow,"Taillow is young—it has only just left its nest. As a result,
it sometimes becomes lonesome and cries at night.
This Pokémon feeds on Wurmple that live in forests."
276,277,Swellow,"Swellow is very conscientious about the upkeep of its glossy
wings. Once two Swellow are gathered, they diligently take
care of cleaning each other’s wings."
277,278,Wingull,"Wingull rides updrafts rising from the sea by extending its long
and narrow wings to glide. This Pokémon’s long beak is useful
for catching prey."
278,279,Pelipper,"Pelipper searches for food while in flight by skimming the wave
tops. This Pokémon dips its large bill in the sea to scoop up
food, then swallows everything in one big gulp."
279,280,Ralts,"Ralts has the ability to sense the emotions of people. If its
Trainer is in a cheerful mood, this Pokémon grows cheerful
and joyous in the same way."
280,281,Kirlia,"Kirlia uses the horns on its head to amplify its psychokinetic
power. When the Pokémon uses its power, the air around it
becomes distorted, creating mirages of nonexistent scenery."
281,282,Gardevoir,"Gardevoir has the psychokinetic power to distort the
dimensions and create a small black hole. This Pokémon
will try to protect its Trainer even at the risk of its own life."
282,283,Surskit,"If Surskit senses danger, it secretes a thick, sugary syrup from
the tip of its head. There are some Pokémon that love eating
this syrup."
283,284,Masquerain,"Masquerain’s antennas have eyelike patterns that usually
give it an angry look. If the “eyes” are droopy and appear sad,
it is said to be a sign that a heavy rainfall is on its way."
284,285,Shroomish,"If Shroomish senses danger, it shakes its body and scatters
spores from the top of its head. This Pokémon’s spores are
so toxic, they make trees and weeds wilt."
285,286,Breloom,"The seeds ringing Breloom’s tail are made of hardened toxic
spores. It is horrible to eat the seeds. Just taking a bite of this
Pokémon’s seed will cause your stomach to rumble."
286,287,Slakoth,"Slakoth’s heart beats just once a minute. Whatever happens,
it is content to loaf around motionless. It is rare to see this
Pokémon in motion."
287,288,Vigoroth,"Vigoroth is simply incapable of remaining still. Even when it
tries to sleep, the blood in its veins grows agitated, compelling
this Pokémon to run wild throughout the jungle before it can
settle down."
288,289,Slaking,"Wherever Slaking live, rings of over a yard in diameter appear
in grassy fields. They are made by the Pokémon as it eats all
the grass within reach while lying prone on the ground."
289,290,Nincada,"Nincada lives underground. It uses its sharp claws to carve the
roots of trees and absorb moisture and nutrients.
This Pokémon can’t withstand bright sunlight so avoids it."
290,291,Ninjask,"If Ninjask is not trained properly, it will refuse to obey
the Trainer and cry loudly continuously. Because of this
quality, this Pokémon is said to be one that puts the
Trainer’s abilities to the test."
291,292,Shedinja,"Shedinja is a peculiar Pokémon. It seems to appear unsought
in a Poké Ball after a Nincada evolves. This bizarre Pokémon
is entirely immobile—it doesn’t even breathe."
292,293,Whismur,"Whismur is very timid. If it starts to cry loudly, it becomes
startled by its own crying and cries even harder. When it finally
stops crying, the Pokémon goes to sleep, all tired out."
293,294,Loudred,"Loudred shouts while stamping its feet. After it finishes
shouting, this Pokémon becomes incapable of hearing
anything for a while. This is considered to be a weak point."
294,295,Exploud,"Exploud communicates its feelings to the others by emitting
whistle-like sounds from the tubes on its body. This Pokémon
only raises its voice when it is in battle."
295,296,Makuhita,"Makuhita has a tireless spirit—it will never give up hope.
It eats a lot of food, gets plenty of sleep, and it trains very
rigorously. By living that way, this Pokémon packs its body
with energy."
296,297,Hariyama,"Hariyama’s thick body may appear fat, but it is actually a hunk
of solid muscle. If this Pokémon bears down and tightens all its
muscles, its body becomes as hard as a rock."
297,298,Azurill,"Azurill’s tail is large and bouncy. It is packed full of the
nutrients this Pokémon needs to grow. Azurill can be seen
bouncing and playing on its big, rubbery tail."
298,299,Nosepass,"Nosepass had been said to be completely unmoving, with its
magnetic nose pointed due north. However, close observation
has revealed that the Pokémon actually moves by a little over
3/8 of an inch every year."
299,300,Skitty,"Skitty is known to chase around playfully after its own tail.
In the wild, this Pokémon lives in holes in the trees of forests.
It is very popular as a pet because of its adorable looks."
300,301,Delcatty,"Delcatty sleeps anywhere it wants without keeping a permanent
nest. If other Pokémon approach it as it sleeps, this Pokémon
will never fight—it will just move away somewhere else."
301,302,Sableye,"Sableye digs the ground with sharpened claws to find rocks
that it eats. Substances in the eaten rocks crystallize and rise
up to the Pokémon’s body surface."
302,303,Mawile,"Don’t be taken in by this Pokémon’s cute face—it’s very
dangerous. Mawile fools the foe into letting down its guard,
then chomps down with its massive jaws. The steel jaws are
really horns that have been transformed."
303,304,Aron,"Aron has a body of steel. With one all-out charge, this
Pokémon can demolish even a heavy dump truck.
The destroyed dump truck then becomes a handy meal
for the Pokémon."
304,305,Lairon,"Lairon feeds on iron contained in rocks and water. It makes
its nest on mountains where iron ore is buried. As a result,
the Pokémon often clashes with humans mining the iron ore."
305,306,Aggron,"Aggron is protective of its environment. If its mountain is
ravaged by a landslide or a fire, this Pokémon will haul
topsoil to the area, plant trees, and beautifully restore its
own territory."
306,307,Meditite,"Meditite heightens its inner energy through meditation.
It survives on just one berry a day. Minimal eating is another
aspect of this Pokémon’s training."
307,308,Medicham,"Through the power of meditation, Medicham developed its
sixth sense. It gained the ability to use psychokinetic powers.
This Pokémon is known to meditate for a whole month
without eating."
308,309,Electrike,"Electrike runs faster than the human eye can follow.
The friction from running is converted into electricity,
which is then stored in this Pokémon’s fur."
309,310,Manectric,"Manectric discharges strong electricity from its mane.
The mane is used for collecting electricity in the atmosphere.
This Pokémon creates thunderclouds above its head."
310,311,Plusle,"When Plusle is cheering on its partner, it flashes with electric
sparks from all over its body. If its partner loses, this Pokémon
cries loudly."
311,312,Minun,"Minun loves to cheer on its partner in battle. It gives off sparks
from its body while it is doing so. If its partner is in trouble,
this Pokémon gives off increasing amounts of sparks."
312,313,Volbeat,"Volbeat’s tail glows like a lightbulb. With other Volbeat,
it uses its tail to draw geometric shapes in the night sky.
This Pokémon loves the sweet aroma given off by Illumise."
313,314,Illumise,"Illumise leads a flight of illuminated Volbeat to draw signs in
the night sky. This Pokémon is said to earn greater respect
from its peers by composing more complex designs in the sky."
314,315,Roselia,"On extremely rare occasions, a Roselia is said to appear with
its flowers in unusual colors. The thorns on this Pokémon’s
head contain a vicious poison."
315,316,Gulpin,"Most of Gulpin’s body is made up of its stomach—its heart and
brain are very small in comparison. This Pokémon’s stomach
contains special enzymes that dissolve anything."
316,317,Swalot,"Swalot has no teeth, so what it eats, it swallows whole, no
matter what. Its cavernous mouth yawns widely. An automobile
tire could easily fit inside this Pokémon’s mouth."
317,318,Carvanha,"If anything invades Carvanha’s territory, it will swarm and tear
at the intruder with its pointed fangs. On its own, however, this
Pokémon turns suddenly timid."
318,319,Sharpedo,"Sharpedo can swim at speeds of up to 75 mph by jetting
seawater out of its backside. This Pokémon’s drawback is its
inability to swim long distances."
319,320,Wailmer,"Wailmer can store water inside its body to transform itself
into a ball for bouncing around on the ground. By filling itself
up with more water, this Pokémon can elevate the height of
its bounces."
320,321,Wailord,"When chasing prey, Wailord herds them by leaping out of the
water and making a humongous splash. It is breathtaking to
see this Pokémon leaping out of the sea with others in its pod."
321,322,Numel,"Numel stores magma of almost 2,200 degrees Fahrenheit
within its body. If it gets wet, the magma cools and hardens.
In that event, the Pokémon’s body grows heavy and its
movements become sluggish."
322,323,Camerupt,"The humps on Camerupt’s back are formed by a transformation
of its bones. They sometimes blast out molten magma.
This Pokémon apparently erupts often when it is enraged."
323,324,Torkoal,"Torkoal generates energy by burning coal. It grows weaker
as the fire dies down. When it is preparing for battle, this
Pokémon burns more coal."
324,325,Spoink,"Spoink keeps a pearl on top of its head. The pearl functions to
amplify this Pokémon’s psychokinetic powers. It is therefore on
a constant search for a bigger pearl."
325,326,Grumpig,"Grumpig uses the black pearls on its body to wield
its fantastic powers. When it is doing so, it dances bizarrely.
This Pokémon’s black pearls are valuable as works of art."
326,327,Spinda,"No two Spinda are said to have identical spot patterns on their
hides. This Pokémon moves in a curious manner as if it is
stumbling in dizziness. Its lurching movements can cause the
opponent to become confused."
327,328,Trapinch,"Trapinch is a patient hunter. It digs an inescapable pit in a
desert and waits for its prey to come tumbling down. This
Pokémon can go a whole week without access to any water."
328,329,Vibrava,"Vibrava’s wings have not yet completed the process of
growing. Rather than flying long distances, they are more
useful for generating ultrasonic waves by vibrating."
329,330,Flygon,"Flygon whips up a sandstorm by flapping its wings. The wings
create a series of notes that sound like singing. Because the
“singing” is the only thing that can be heard in a sandstorm,
this Pokémon is said to be the desert spirit."
330,331,Cacnea,"The more arid and harsh the environment, the more pretty and
fragrant a flower Cacnea grows. This Pokémon battles by
wildly swinging its thorny arms."
331,332,Cacturne,"If a traveler is going through a desert in the thick of night,
Cacturne will follow in a ragtag group. The Pokémon are
biding their time, waiting for the traveler to tire and become
incapable of moving."
332,333,Swablu,"Swablu loves to make things clean. If it spots something dirty,
it will wipe and polish it with its cottony wings. If its wings
become dirty, this Pokémon finds a stream and showers itself."
333,334,Altaria,"Altaria sings in a gorgeous soprano. Its wings are like cotton
clouds. This Pokémon catches updrafts with its buoyant wings
and soars way up into the wild blue yonder."
334,335,Zangoose,"Zangoose usually stays on all fours, but when angered, it gets
up on its hind legs and extends its claws. This Pokémon shares
a bitter rivalry with Seviper that dates back over generations."
335,336,Seviper,"Seviper’s swordlike tail serves two purposes—it slashes foes
and douses them with secreted poison. This Pokémon will not
give up its long-running blood feud with Zangoose."
336,337,Lunatone,"Lunatone becomes active around the time of the full moon.
Instead of walking, it moves by floating in midair.
The Pokémon’s intimidating red eyes cause all those who
see it to become transfixed with fear."
337,338,Solrock,"Sunlight is the source of Solrock’s power. It is said to possess
the ability to read the emotions of others. This Pokémon gives
off intense heat while rotating its body."
338,339,Barboach,"Barboach’s body is covered with a slimy film. If a foe grabs it,
this Pokémon just slips out of the enemy’s grip. This Pokémon
grows weak if the slimy coating dries up."
339,340,Whiscash,"If Whiscash goes on a wild rampage, it sets off a quake-like
tremor with a radius of over three miles. This Pokémon has
the ability to predict real earthquakes."
340,341,Corphish,"Corphish catches prey with its sharp claws. It has no
likes or dislikes when it comes to food—it will eat anything.
This Pokémon has no trouble living in filthy water."
341,342,Crawdaunt,"Crawdaunt molts (sheds) its shell regularly. Immediately after
molting, its shell is soft and tender. Until the shell hardens,
this Pokémon hides in its streambed burrow to avoid attack
from its foes."
342,343,Baltoy,"As soon as it spots others of its kind, Baltoy congregates with
them and then begins crying noisily in unison. This Pokémon
sleeps while cleverly balancing itself on its one foot."
343,344,Claydol,"Claydol is an enigma that appeared from a clay statue made by
an ancient civilization dating back 20,000 years. This Pokémon
shoots beams from both its hands."
344,345,Lileep,"Lileep is an ancient Pokémon that was regenerated from a
fossil. It remains permanently anchored to a rock. From its
immobile perch, this Pokémon intently scans for prey with its
two eyes."
345,346,Cradily,"Cradily’s body serves as an anchor, preventing it from being
washed away in rough seas. This Pokémon secretes a strong
digestive fluid from its tentacles."
346,347,Anorith,"Anorith is said to be a type of Pokémon predecessor, with
eight wings at the sides of its body. This Pokémon swam in the
primordial sea by undulating these eight wings."
347,348,Armaldo,"Armaldo is a Pokémon species that became extinct in
prehistoric times. This Pokémon is said to have walked
on its hind legs, which would have been more convenient
for life on land."
348,349,Feebas,"While Feebas’s body is in tatters, it has a hardy and tenacious
life force that enables it to live anywhere. However, this
Pokémon is also slow and dimwitted, making it an easy catch."
349,350,Milotic,"Milotic live at the bottom of large lakes. When this
Pokémon’s body glows a vivid pink, it releases a pulsing
wave of energy that brings soothing calm to troubled hearts."
350,351,Castform,"Castform borrows the power of nature to transform itself
into the guises of the sun, rain, and snow-clouds.
This Pokémon’s feelings change with the weather."
351,352,Kecleon,"Kecleon alters its body coloration to blend in with its
surroundings, allowing it to sneak up on its prey unnoticed.
Then it lashes out with its long, stretchy tongue to instantly
ensnare the unsuspecting target."
352,353,Shuppet,"Shuppet grows by feeding on dark emotions, such as
vengefulness and envy, in the hearts of people. It roams
through cities in search of grudges that taint people."
353,354,Banette,"A cursed energy permeated the stuffing of a discarded and
forgotten plush doll, giving it new life as Banette.
The Pokémon’s energy would escape if it were to ever open
its mouth."
354,355,Duskull,"Duskull wanders lost among the deep darkness of midnight.
There is an oft-told admonishment given to misbehaving
children that this Pokémon will spirit away bad children who
earn scoldings from their mothers."
355,356,Dusclops,"Dusclops absorbs anything, however large the object may be.
This Pokémon hypnotizes its foe by waving its hands in a
macabre manner and by bringing its single eye to bear.
The hypnotized foe is made to do Dusclops’s bidding."
356,357,Tropius,"Children of the southern tropics eat as snacks the fruit that
grows in bunches around the neck of Tropius. This Pokémon
flies by flapping the leaves on its back as if they were wings."
357,358,Chimecho,"In high winds, Chimecho cries as it hangs from a tree branch or
the eaves of a building using a suction cup on its head. This
Pokémon plucks berries with its long tail and eats them."
358,359,Absol,"Absol has the ability to foretell the coming of natural disasters.
It lives in a harsh, rugged mountain environment. This
Pokémon very rarely ventures down from the mountains."
359,360,Wynaut,"Wynaut gather on moonlit nights to play by squeezing up
against each other. By being squeezed, this Pokémon gains
endurance and is trained to dole out powerful counterattacks."
360,361,Snorunt,"Snorunt survives by eating only snow and ice. Old folklore
claims that a house visited by this Pokémon is sure to prosper
for many generations to come."
361,362,Glalie,"Glalie has the ability to freely control ice. For example, it can
instantly freeze its prey solid. After immobilizing its prey in ice,
this Pokémon enjoys eating it in leisurely fashion."
362,363,Spheal,"Spheal always travels by rolling around on its ball-like body.
When the season for ice floes arrives, this Pokémon can be
seen rolling about on ice and crossing the sea."
